HouseID,Location,HouseType,Bedrooms,Bathrooms,SquareFootage,YearBuilt,Garage,Garden,Basement,NearbySchools,CrimeRate,DistanceToCityCenter,Price
301,Rural,Semi-Detached,1,2,3036,1983,No,No,Yes,6,8.69,18.73,147262.18
302,Suburban,Semi-Detached,5,3,3952,1970,Yes,Yes,Yes,5,2.37,23.91,548480.77
303,Suburban,Detached,1,2,2491,1993,No,Yes,No,9,1.22,23.01,624349.55
304,Suburban,Detached,3,3,3428,1951,Yes,No,No,6,5.45,12.16,742378.12
305,Suburban,Semi-Detached,3,3,1834,2008,No,No,No,8,2.17,11.8,98463.06
306,Urban,Detached,3,3,3946,1965,No,No,No,4,9.84,3.58,311627.46
307,Suburban,Detached,5,2,3179,1969,No,Yes,Yes,0,1.09,24.31,387443.33
308,Rural,Semi-Detached,2,2,1091,1975,No,No,Yes,0,1.46,19.12,897629.29
309,Rural,Semi-Detached,4,1,1565,1965,Yes,Yes,No,8,8.5,21.27,906322.41
310,Suburban,Townhouse,1,1,1032,2019,Yes,Yes,No,4,3.16,6.24,296973.27
311,Suburban,Semi-Detached,4,2,3069,1972,No,Yes,No,1,9.2,10.33,512964.5
312,Rural,Semi-Detached,2,2,3372,1991,No,Yes,No,2,3.8,3.01,453518.54
313,Rural,Apartment,2,2,1676,1986,Yes,No,Yes,0,1.63,23.55,550372.2
314,Urban,Townhouse,5,2,1835,2021,No,Yes,Yes,5,1.1,7.5,321809.05
315,Rural,Townhouse,3,3,1817,1955,No,Yes,Yes,5,3.54,15.1,489775.57
316,Urban,Townhouse,3,3,1097,1986,No,Yes,No,2,5.26,4.23,188101.89
317,Urban,Apartment,2,3,612,1971,Yes,No,No,2,1.01,20.17,724072.93
318,Urban,Semi-Detached,5,2,4272,1955,Yes,No,No,6,6.23,5.07,401253.45
319,Urban,Townhouse,5,3,1635,1981,No,No,No,0,4.0,20.33,565295.86
320,Urban,Townhouse,1,3,1698,1966,No,Yes,Yes,4,4.51,10.34,624371.16
321,Suburban,Detached,3,1,2345,1987,Yes,Yes,Yes,2,3.35,14.66,844699.41
322,Rural,Townhouse,2,1,1825,1966,Yes,No,No,4,5.76,7.11,127671.4
323,Urban,Semi-Detached,4,3,2487,1986,Yes,No,Yes,3,3.07,22.13,508603.14
324,Rural,Semi-Detached,3,3,2039,1972,Yes,Yes,Yes,5,2.21,19.12,899368.48
325,Rural,Detached,1,3,1233,1998,Yes,No,Yes,8,9.02,9.18,363307.63
326,Urban,Townhouse,5,2,2485,2010,Yes,Yes,Yes,1,4.51,14.84,472299.86
327,Suburban,Townhouse,2,1,3792,1998,Yes,No,No,9,1.69,3.66,130820.67
328,Urban,Townhouse,3,1,3742,2010,Yes,Yes,Yes,7,3.07,4.43,763139.68
329,Suburban,Apartment,4,1,2865,1981,No,Yes,Yes,1,3.79,13.58,130770.5
330,Rural,Townhouse,1,3,1495,2012,No,Yes,Yes,3,7.93,16.19,649429.15
331,Suburban,Semi-Detached,1,2,2760,1956,Yes,No,Yes,8,1.2,14.16,405532.85
332,Suburban,Semi-Detached,3,1,752,1971,No,No,No,3,5.3,14.21,371251.54
333,Suburban,Apartment,4,1,623,1955,Yes,Yes,Yes,6,4.67,18.69,606228.51
334,Rural,Apartment,1,2,4211,2010,No,No,Yes,4,9.72,22.61,589285.77
335,Rural,Townhouse,2,3,1736,1963,Yes,Yes,No,1,2.62,10.0,435180.33
336,Suburban,Detached,1,3,1123,1965,Yes,No,No,7,6.65,13.65,314427.34
337,Suburban,Apartment,4,1,3656,1952,No,No,No,9,2.82,22.38,532760.32
338,Urban,Apartment,5,1,2039,1958,No,Yes,No,9,5.94,11.87,303747.47
339,Suburban,Townhouse,5,2,3636,1996,No,No,No,1,6.0,11.41,147509.26
340,Urban,Townhouse,3,1,3889,1991,No,No,No,2,1.68,19.28,809194.82
341,Suburban,Apartment,4,2,3917,1991,No,Yes,Yes,9,5.11,21.99,717194.42
342,Urban,Detached,1,1,2155,1972,Yes,Yes,Yes,6,5.15,18.57,130133.41
343,Rural,Apartment,1,1,1766,1952,Yes,Yes,No,4,3.87,2.95,204475.32
344,Suburban,Townhouse,5,1,3445,1950,Yes,Yes,Yes,9,3.49,11.89,145158.35
345,Suburban,Townhouse,5,3,1660,2016,No,No,Yes,2,3.02,5.69,801174.71
346,Suburban,Apartment,2,2,2794,2020,Yes,No,Yes,1,1.05,8.28,784227.32
347,Suburban,Detached,5,2,940,1952,Yes,Yes,Yes,5,1.02,11.98,437632.89
348,Urban,Apartment,2,3,2592,1998,No,No,Yes,9,6.31,5.93,830330.75
349,Suburban,Apartment,1,3,3205,2016,Yes,Yes,No,0,3.62,13.14,975260.96
350,Rural,Townhouse,2,3,3427,2004,No,Yes,Yes,7,2.51,16.26,971943.73
351,Rural,Detached,2,2,4259,1953,No,Yes,Yes,4,7.16,21.94,981814.6
352,Suburban,Semi-Detached,3,1,1516,1980,Yes,No,No,4,5.76,5.68,854065.45
353,Rural,Detached,5,3,1053,2015,Yes,No,Yes,1,9.23,8.11,256138.57
354,Suburban,Apartment,2,3,1308,2013,No,No,Yes,6,8.48,10.44,104547.13
355,Suburban,Apartment,1,3,1470,1980,No,Yes,Yes,4,7.54,6.0,821076.88
356,Rural,Apartment,4,1,1612,2012,Yes,Yes,Yes,7,2.14,8.63,343116.56
357,Suburban,Detached,2,1,3277,2015,Yes,No,Yes,4,6.99,22.14,370866.08
358,Rural,Townhouse,5,3,3568,1980,Yes,No,Yes,8,7.25,3.9,119345.82
359,Urban,Apartment,3,1,3501,1996,Yes,No,No,4,7.87,11.37,728975.77
360,Suburban,Apartment,1,3,3799,1971,Yes,No,Yes,2,3.37,8.12,459219.52
361,Urban,Detached,3,1,2333,2023,No,Yes,No,1,6.76,2.39,244052.23
362,Rural,Semi-Detached,4,2,1814,1995,No,No,No,4,6.56,2.86,669837.92
363,Urban,Semi-Detached,2,2,3993,2007,Yes,No,Yes,9,4.47,19.73,980889.86
364,Urban,Townhouse,2,1,3638,2010,Yes,Yes,Yes,9,6.97,21.38,523480.3
365,Rural,Townhouse,5,2,1774,1995,Yes,No,Yes,4,1.78,18.66,626051.69
366,Urban,Apartment,2,2,3612,1950,Yes,No,No,5,6.79,13.71,204714.49
367,Urban,Detached,1,2,598,1974,Yes,No,No,1,6.45,19.43,202909.42
368,Rural,Apartment,4,3,3877,2010,No,Yes,No,4,2.9,4.22,485329.35
369,Urban,Townhouse,3,1,3419,1963,No,Yes,Yes,0,8.36,19.61,852522.35
370,Rural,Detached,4,1,4425,1994,Yes,No,No,2,8.87,10.88,913692.52
371,Urban,Detached,2,1,1979,1988,Yes,Yes,Yes,2,2.89,18.88,659664.1
372,Rural,Townhouse,3,2,2114,2015,Yes,No,Yes,2,1.68,6.08,392493.73
373,Rural,Semi-Detached,5,3,800,1981,No,No,No,2,6.43,20.9,762537.33
374,Urban,Semi-Detached,4,1,1722,2007,No,Yes,No,7,5.32,14.42,327343.38
375,Urban,Detached,3,2,2182,2005,No,No,Yes,0,4.85,0.68,258575.43
376,Urban,Apartment,3,3,987,1955,Yes,Yes,No,5,7.85,13.22,805656.17
377,Suburban,Semi-Detached,3,3,3677,2016,Yes,Yes,No,5,9.73,8.1,763752.11
378,Suburban,Apartment,1,1,1924,1999,No,Yes,Yes,0,5.3,1.91,888000.12
379,Suburban,Semi-Detached,4,1,4276,1987,No,No,No,0,1.06,11.46,597659.72
380,Rural,Semi-Detached,3,2,1504,1952,Yes,No,No,2,6.37,8.13,901878.85
381,Urban,Apartment,4,1,976,1954,No,No,Yes,7,6.89,5.51,75154.45
382,Rural,Townhouse,3,2,1645,1973,No,No,Yes,5,8.45,9.05,291030.06
383,Suburban,Semi-Detached,5,3,3648,2003,No,Yes,No,3,2.79,4.9,814231.81
384,Urban,Semi-Detached,5,3,1835,1983,Yes,No,No,4,5.72,7.85,452475.28
385,Rural,Apartment,5,3,1635,1988,Yes,No,No,9,5.02,3.33,277419.6
386,Urban,Townhouse,2,3,3408,1997,No,Yes,Yes,2,6.98,2.57,806332.12
387,Rural,Semi-Detached,3,1,3356,1998,No,Yes,No,5,1.58,22.8,831154.34
388,Urban,Semi-Detached,2,1,2205,1983,Yes,No,Yes,5,8.96,22.62,483443.75
389,Suburban,Townhouse,4,2,1017,1956,Yes,Yes,Yes,5,5.6,20.79,493263.87
390,Suburban,Semi-Detached,2,2,1720,1967,No,No,Yes,8,8.89,6.14,791889.42
391,Urban,Townhouse,4,2,3669,2019,No,No,Yes,9,4.06,18.28,782764.42
392,Rural,Townhouse,4,2,3006,1983,No,Yes,No,7,6.88,14.95,873235.74
393,Suburban,Apartment,4,2,4412,2000,Yes,Yes,No,5,9.61,1.76,663255.98
394,Suburban,Detached,2,3,729,2017,No,No,No,1,9.49,22.54,226596.89
395,Suburban,Townhouse,3,3,1691,1963,No,No,No,3,9.5,24.95,572227.16
396,Urban,Apartment,2,3,4380,2018,No,No,No,5,1.39,17.86,413265.43
397,Urban,Detached,3,2,4348,1957,No,No,Yes,8,4.63,6.17,75687.16
398,Rural,Semi-Detached,3,3,2555,1964,No,No,Yes,1,1.55,14.08,236677.72
399,Rural,Detached,4,3,3743,2008,Yes,Yes,No,5,3.79,3.18,245299.25
400,Rural,Townhouse,2,3,2477,1960,No,No,No,9,2.57,7.82,128219.66
401,Urban,Townhouse,3,3,1883,1969,No,Yes,No,9,6.58,18.07,480653.62
402,Urban,Townhouse,5,1,2742,2004,Yes,Yes,No,9,8.03,7.88,532633.34
403,Rural,Townhouse,3,2,3840,1985,Yes,Yes,Yes,6,5.62,4.11,373011.23
404,Rural,Townhouse,5,2,3590,1963,No,No,No,7,8.16,0.68,441741.26
405,Urban,Apartment,2,1,2901,2007,No,No,Yes,8,1.12,14.53,572017.58
406,Rural,Townhouse,2,3,2387,1987,No,Yes,Yes,4,8.38,24.23,164459.31
407,Suburban,Apartment,2,3,1572,1950,Yes,Yes,No,8,2.61,12.36,584167.24
408,Urban,Semi-Detached,3,3,963,2014,Yes,Yes,Yes,8,5.15,5.71,724428.74
409,Rural,Townhouse,1,2,2903,1950,Yes,Yes,No,6,4.98,11.85,881023.9
410,Urban,Townhouse,3,2,3397,2009,Yes,Yes,Yes,1,8.86,15.25,336495.02
411,Suburban,Detached,3,2,1473,1974,No,No,Yes,7,9.69,20.13,760038.99
412,Urban,Semi-Detached,4,2,1681,1959,Yes,Yes,Yes,4,3.3,11.59,625719.8
413,Urban,Townhouse,4,2,565,1999,No,No,Yes,7,1.61,4.74,527659.08
414,Urban,Townhouse,3,1,2496,1961,Yes,Yes,Yes,1,6.85,5.11,923577.77
415,Urban,Semi-Detached,5,2,3406,1981,No,Yes,No,6,5.53,22.54,639006.39
416,Suburban,Apartment,4,3,1070,1982,No,No,Yes,4,6.09,6.29,397765.95
417,Urban,Townhouse,3,2,4392,2021,No,No,No,3,1.42,18.34,727286.28
418,Urban,Detached,1,1,807,1975,Yes,Yes,No,9,7.98,7.09,961883.14
419,Rural,Townhouse,5,3,3908,1991,No,No,Yes,5,3.09,18.15,922269.46
420,Urban,Detached,2,1,4242,1999,No,No,No,4,4.01,2.42,981256.32
421,Rural,Detached,3,3,1282,2010,No,Yes,Yes,5,3.06,5.58,140329.26
422,Suburban,Townhouse,3,2,620,1990,Yes,Yes,No,8,9.51,10.51,471271.51
423,Suburban,Townhouse,5,1,1265,2006,No,Yes,No,0,2.52,13.13,461054.83
424,Suburban,Detached,4,3,3975,1951,Yes,No,Yes,0,7.59,9.15,414620.99
425,Suburban,Semi-Detached,4,2,1272,2019,No,Yes,No,5,3.21,14.55,219566.36
426,Rural,Semi-Detached,4,3,4218,1980,Yes,Yes,No,1,4.82,8.47,840589.07
427,Urban,Townhouse,2,1,4357,1972,No,No,No,7,9.96,17.12,689424.8
428,Suburban,Apartment,5,1,4139,2003,No,Yes,Yes,6,1.91,13.02,625690.9
429,Urban,Semi-Detached,5,1,4414,1977,No,No,No,5,8.93,17.78,474510.45
430,Rural,Townhouse,4,1,2643,1968,No,No,No,3,9.51,11.06,419095.9
431,Rural,Semi-Detached,4,2,3685,1997,Yes,Yes,Yes,8,7.28,21.97,797139.13
432,Rural,Apartment,1,3,1486,1951,No,No,No,6,1.09,9.86,550493.34
433,Suburban,Townhouse,1,2,2509,1960,No,No,Yes,6,8.39,8.05,627269.34
434,Urban,Apartment,3,1,4440,1993,No,Yes,No,4,8.94,14.15,145003.05
435,Urban,Townhouse,3,3,4000,2008,Yes,No,No,0,9.83,12.97,497909.35
436,Urban,Apartment,5,1,1039,2008,Yes,Yes,No,1,8.55,13.19,173799.27
437,Rural,Semi-Detached,5,2,4389,1987,Yes,Yes,Yes,7,5.01,20.01,101142.01
438,Suburban,Semi-Detached,2,2,2549,1974,No,Yes,No,4,7.2,14.92,704830.27
439,Rural,Apartment,2,2,3783,1970,Yes,Yes,Yes,1,5.37,22.19,311073.05
440,Rural,Apartment,1,3,1079,1991,Yes,Yes,Yes,4,4.18,15.67,966800.92
441,Urban,Apartment,3,3,2163,1985,Yes,No,No,7,6.64,1.03,625223.9
442,Rural,Townhouse,1,1,2880,1958,No,No,No,3,7.93,21.82,662903.93
443,Urban,Semi-Detached,1,3,1547,1961,Yes,No,Yes,2,6.72,21.07,236981.75
444,Suburban,Townhouse,3,3,4336,1959,No,Yes,No,4,8.44,1.7,172438.74
445,Urban,Semi-Detached,2,2,3939,2008,Yes,Yes,No,6,2.59,3.57,549138.07
446,Suburban,Detached,3,1,3289,1954,Yes,Yes,No,1,4.36,14.13,929283.05
447,Urban,Townhouse,4,2,1005,1982,No,Yes,No,0,3.81,1.55,102957.86
448,Rural,Semi-Detached,4,1,3547,2018,No,No,Yes,4,2.75,10.57,532763.13
449,Rural,Semi-Detached,4,1,3747,2012,No,No,No,6,4.99,24.4,238775.16
450,Suburban,Townhouse,5,3,4000,1978,Yes,Yes,Yes,7,9.53,4.73,792884.88
451,Suburban,Townhouse,2,2,2410,1967,No,Yes,Yes,7,5.84,5.55,697851.31
452,Suburban,Semi-Detached,2,3,1232,1955,No,Yes,Yes,9,3.58,17.07,142346.18
453,Urban,Townhouse,5,3,4013,2002,Yes,No,Yes,8,4.19,1.58,635520.35
454,Urban,Apartment,1,3,2071,1981,No,No,Yes,0,6.52,20.61,984420.14
455,Suburban,Townhouse,4,1,1013,1991,No,Yes,Yes,6,4.17,5.38,551732.17
456,Rural,Townhouse,4,2,3442,1996,Yes,Yes,Yes,9,5.85,13.52,321176.43
457,Urban,Townhouse,1,2,860,1980,Yes,No,No,7,3.47,6.59,194528.49
458,Urban,Semi-Detached,3,3,2821,2011,Yes,No,No,5,4.11,16.64,990160.14
459,Urban,Apartment,3,1,2724,2005,No,Yes,Yes,9,7.35,14.89,585625.06
460,Suburban,Detached,2,2,3835,1960,Yes,Yes,No,3,6.26,23.69,405963.48
461,Suburban,Detached,5,2,3757,1975,No,Yes,No,6,1.84,11.42,253599.44
462,Suburban,Apartment,2,3,1026,1976,Yes,No,No,2,9.76,21.93,952689.26
463,Suburban,Apartment,3,1,3460,2006,Yes,Yes,No,1,1.44,14.61,645677.27
464,Suburban,Apartment,1,3,778,1976,Yes,No,Yes,5,1.75,22.9,104783.79
465,Rural,Semi-Detached,2,2,3253,2008,No,Yes,No,1,7.31,7.65,106474.27
466,Rural,Detached,4,1,3769,2011,No,Yes,Yes,5,7.37,13.97,942464.12
467,Suburban,Apartment,4,3,1872,1969,No,Yes,No,9,1.17,10.06,724592.09
468,Urban,Semi-Detached,1,2,2446,1952,No,No,No,2,6.78,2.11,148258.75
469,Suburban,Detached,3,3,1944,1965,No,Yes,Yes,1,1.3,14.57,642570.81
470,Rural,Townhouse,4,3,3876,1993,Yes,No,Yes,7,9.65,19.96,448459.91
471,Rural,Semi-Detached,4,3,2611,1979,Yes,Yes,Yes,3,7.27,14.13,799267.64
472,Urban,Detached,5,1,789,1989,Yes,No,No,3,2.68,7.34,310027.12
473,Rural,Semi-Detached,2,2,2565,2014,Yes,Yes,No,6,2.42,6.96,413704.51
474,Suburban,Detached,3,2,563,1978,No,No,No,7,6.13,6.33,209021.76
475,Urban,Detached,2,2,4445,1979,No,Yes,Yes,8,6.7,24.5,289865.62
476,Suburban,Townhouse,3,2,829,1981,No,No,Yes,9,8.48,10.28,229695.21
477,Suburban,Semi-Detached,4,1,2393,1959,Yes,No,Yes,7,9.13,8.26,73085.06
478,Urban,Apartment,5,3,1262,2000,Yes,Yes,Yes,3,4.53,10.75,93857.85
479,Suburban,Townhouse,2,2,2463,1957,No,No,Yes,1,8.6,3.34,843843.1
480,Rural,Townhouse,4,1,3588,2000,Yes,No,No,9,5.88,5.3,813613.77
481,Suburban,Detached,3,3,2990,1985,Yes,Yes,Yes,4,5.24,12.97,183686.24
482,Urban,Apartment,2,1,640,2004,No,No,Yes,6,7.29,20.07,684500.49
483,Urban,Semi-Detached,2,1,1831,1984,Yes,Yes,No,1,1.93,21.97,758362.08
484,Urban,Apartment,4,2,943,1985,No,Yes,Yes,3,3.39,21.72,98710.81
485,Suburban,Apartment,2,2,3043,2005,Yes,No,Yes,5,8.35,23.65,134116.33
486,Urban,Apartment,5,3,2973,1985,No,No,Yes,7,5.54,3.58,584866.81
487,Urban,Apartment,5,3,1998,2010,Yes,No,Yes,9,9.17,1.5,405442.97
488,Suburban,Apartment,4,2,4403,2011,No,No,No,5,1.8,3.09,714421.67
489,Rural,Detached,3,1,1768,1974,No,No,Yes,5,3.82,15.22,579803.91
490,Suburban,Detached,4,2,949,2013,Yes,Yes,No,5,4.2,14.12,79470.53
491,Urban,Townhouse,5,3,2325,2009,Yes,Yes,Yes,3,4.8,16.94,699494.62
492,Urban,Detached,1,1,850,2006,No,No,No,2,9.88,9.59,243722.1
493,Suburban,Townhouse,1,1,1098,2019,No,No,No,0,3.8,10.09,346969.85
494,Rural,Townhouse,2,1,1210,2001,No,No,Yes,1,5.67,13.87,749569.86
495,Urban,Semi-Detached,2,2,1369,2005,No,No,No,1,5.82,2.44,782690.73
496,Urban,Apartment,1,2,2483,2012,No,No,No,9,7.94,20.1,378523.86
497,Urban,Detached,5,3,1684,2017,Yes,Yes,No,6,5.66,23.11,134765.83
498,Suburban,Semi-Detached,2,1,3711,1969,Yes,Yes,Yes,5,6.45,9.99,781189.2
499,Urban,Detached,4,1,4064,2003,Yes,Yes,No,7,7.78,18.62,876699.68
500,Rural,Townhouse,4,2,4159,1950,Yes,No,No,8,1.91,13.95,966096.54
501,Urban,Detached,5,3,4102,1959,Yes,No,No,4,9.67,6.28,351935.57
502,Urban,Apartment,2,3,892,1972,No,No,Yes,2,8.62,2.16,167659.48
503,Rural,Townhouse,4,1,1341,2000,Yes,Yes,Yes,3,4.5,6.52,940777.6
504,Urban,Townhouse,2,2,2948,1973,Yes,Yes,No,7,7.56,15.32,429777.41
505,Suburban,Semi-Detached,2,1,2597,1962,No,Yes,No,2,7.86,1.49,138857.26
506,Suburban,Apartment,4,2,3291,1978,No,Yes,Yes,1,8.65,20.99,523841.91
507,Suburban,Townhouse,1,3,1818,2007,Yes,No,No,6,2.69,24.27,230998.3
508,Rural,Apartment,4,1,3996,1992,Yes,No,Yes,3,7.33,2.55,387514.75
509,Urban,Detached,5,1,3453,1959,No,No,No,7,1.3,6.54,354332.76
510,Suburban,Apartment,3,1,1535,1980,Yes,No,No,0,2.04,17.05,987922.52
511,Rural,Townhouse,4,3,1858,2023,No,No,Yes,7,7.98,20.25,657537.59
512,Urban,Semi-Detached,2,1,1490,1963,Yes,No,Yes,4,8.32,8.98,517212.55
513,Rural,Townhouse,2,3,1538,1983,Yes,Yes,No,1,6.33,13.12,538064.78
514,Suburban,Apartment,4,2,527,1966,Yes,No,Yes,0,6.24,22.35,623884.25
515,Suburban,Apartment,3,3,887,1970,Yes,No,No,5,7.75,9.92,879116.79
516,Suburban,Townhouse,4,2,1815,2016,No,No,No,8,9.15,2.5,188683.17
517,Rural,Apartment,3,3,4458,2007,No,No,Yes,8,4.79,24.87,619651.39
518,Rural,Detached,3,3,1332,1957,Yes,No,No,8,2.03,4.92,356073.76
519,Suburban,Townhouse,5,1,749,1987,Yes,No,No,3,8.55,1.7,592832.1
520,Rural,Semi-Detached,2,3,2527,1975,Yes,No,Yes,5,4.07,10.56,541844.4
521,Suburban,Townhouse,2,1,2028,2013,Yes,No,No,9,2.2,3.48,78437.47
522,Suburban,Detached,3,2,597,1979,No,Yes,No,5,6.53,24.48,603341.4
523,Urban,Detached,2,2,2338,1958,No,Yes,No,4,6.2,9.83,723753.17
524,Rural,Detached,1,1,1860,1981,Yes,Yes,No,1,5.27,20.73,283699.68
525,Suburban,Detached,3,2,1562,1960,No,No,Yes,6,8.74,4.83,151525.23
526,Suburban,Detached,2,3,3609,1983,No,Yes,No,0,3.45,3.9,251062.23
527,Rural,Semi-Detached,1,1,1823,1967,Yes,No,No,5,1.12,16.41,654592.22
528,Urban,Apartment,5,1,2726,1968,Yes,Yes,No,4,3.91,22.78,495353.13
529,Urban,Detached,2,1,4180,2003,Yes,Yes,No,4,1.09,3.31,872039.49
530,Suburban,Detached,1,2,1391,1986,No,No,Yes,7,5.89,14.94,320739.0
531,Rural,Townhouse,4,2,1992,1961,No,No,Yes,8,4.4,2.58,396843.02
532,Urban,Semi-Detached,4,3,1805,1953,No,No,Yes,6,8.33,20.4,551647.62
533,Rural,Semi-Detached,1,3,3297,1992,No,No,No,9,8.18,22.78,487016.01
534,Rural,Apartment,3,1,1687,1976,Yes,Yes,No,7,4.91,15.91,570373.23
535,Suburban,Semi-Detached,3,3,952,2000,Yes,Yes,Yes,1,2.95,17.36,346483.92
536,Urban,Townhouse,2,2,596,1954,Yes,No,Yes,1,4.8,1.86,208337.52
537,Suburban,Townhouse,4,3,4340,1955,No,Yes,No,7,6.77,2.29,813149.87
538,Urban,Apartment,3,2,2856,2005,Yes,Yes,Yes,5,2.71,4.9,87330.49
539,Urban,Townhouse,3,3,761,2017,Yes,Yes,No,7,7.96,7.21,401220.11
540,Urban,Detached,4,2,2840,1993,No,No,No,8,3.98,19.12,133031.79
541,Urban,Detached,5,2,2293,1964,Yes,No,No,8,9.39,11.17,749512.0
542,Urban,Townhouse,3,3,2796,1991,No,No,No,5,5.61,2.42,397237.49
543,Rural,Apartment,1,3,2792,1960,No,Yes,No,7,8.62,21.39,78547.22
544,Suburban,Semi-Detached,2,2,2798,2022,Yes,No,No,1,6.54,24.85,122081.59
545,Rural,Apartment,3,1,2670,1960,Yes,No,No,7,5.99,11.65,238668.68
546,Urban,Semi-Detached,3,3,824,2015,No,Yes,No,2,7.14,13.04,797569.76
547,Suburban,Townhouse,5,2,1485,1976,Yes,No,Yes,0,8.3,2.42,809228.98
548,Urban,Townhouse,1,3,4252,2007,Yes,No,Yes,6,6.8,9.88,996781.93
549,Suburban,Detached,2,3,3048,2021,No,No,Yes,0,8.18,9.61,278877.12
550,Rural,Semi-Detached,3,3,1186,1970,Yes,Yes,Yes,0,2.71,24.16,107415.2
551,Suburban,Apartment,2,3,4352,1970,No,No,No,0,3.5,16.68,318974.29
552,Suburban,Townhouse,4,3,2239,2021,No,Yes,Yes,3,3.07,19.66,219879.0
553,Suburban,Apartment,3,1,2360,1950,No,Yes,Yes,3,8.18,3.64,724868.6
554,Suburban,Detached,3,1,3637,2007,No,Yes,No,9,1.78,10.71,970778.37
555,Suburban,Semi-Detached,4,1,4398,1962,Yes,Yes,Yes,5,8.16,5.19,309373.78
556,Urban,Semi-Detached,5,2,1335,2022,Yes,Yes,Yes,9,4.5,21.57,362201.43
557,Suburban,Townhouse,3,1,558,1955,Yes,Yes,Yes,2,1.72,4.23,383560.36
558,Suburban,Semi-Detached,2,1,3278,2007,No,No,Yes,9,4.82,11.25,864106.07
559,Rural,Townhouse,1,2,2021,1966,Yes,No,No,5,3.7,1.81,599117.9
560,Suburban,Detached,2,1,1896,2022,No,Yes,Yes,6,6.33,16.04,975277.58
561,Rural,Semi-Detached,5,3,2813,1961,No,Yes,Yes,0,5.25,12.31,645804.07
562,Urban,Townhouse,1,1,2176,2001,Yes,No,Yes,5,3.67,12.7,720588.09
563,Suburban,Apartment,2,1,735,2019,Yes,No,Yes,9,8.76,2.99,134708.84
564,Rural,Townhouse,2,1,3445,2022,No,No,No,0,4.66,13.09,954096.34
565,Rural,Semi-Detached,4,3,717,2001,No,Yes,No,6,5.24,14.31,646653.67
566,Urban,Detached,5,3,2050,1986,No,Yes,Yes,9,8.62,24.09,544171.63
567,Suburban,Semi-Detached,4,3,2337,1952,No,No,No,4,1.8,1.31,418033.59
568,Suburban,Semi-Detached,1,3,4012,1957,Yes,Yes,No,9,4.51,23.11,123197.51
569,Rural,Townhouse,4,2,4221,1959,Yes,Yes,No,3,4.63,12.25,176679.65
570,Suburban,Apartment,5,3,1929,1996,Yes,Yes,No,0,5.46,5.65,61110.44
571,Rural,Semi-Detached,3,3,4315,1990,No,Yes,Yes,8,1.96,16.81,998757.86
572,Suburban,Apartment,3,3,4172,2013,No,No,No,6,1.92,13.17,796975.14
573,Rural,Townhouse,1,3,3522,1991,Yes,Yes,Yes,1,4.75,6.06,807579.35
574,Suburban,Apartment,3,2,1088,1992,Yes,Yes,Yes,3,1.3,15.86,743585.73
575,Urban,Townhouse,4,1,2171,1958,Yes,Yes,Yes,3,3.29,12.09,509900.74
576,Suburban,Detached,1,1,1416,1963,No,Yes,Yes,7,2.81,17.38,133787.33
577,Suburban,Apartment,5,3,1992,1953,No,No,Yes,1,5.4,17.38,118655.59
578,Urban,Apartment,1,3,1417,1951,No,Yes,Yes,4,1.1,12.08,920555.53
579,Suburban,Detached,1,3,1633,1950,Yes,Yes,Yes,9,7.08,10.07,50298.73
580,Urban,Apartment,2,1,2900,2014,Yes,No,Yes,7,8.7,2.05,714147.72
581,Suburban,Detached,2,1,2336,1995,Yes,Yes,Yes,5,7.36,12.6,647149.49
582,Rural,Semi-Detached,1,3,2638,2008,Yes,Yes,Yes,3,8.36,6.46,526164.08
583,Rural,Townhouse,3,1,2405,1956,Yes,Yes,No,4,6.79,1.8,976203.06
584,Suburban,Detached,2,2,4489,2015,Yes,Yes,No,1,5.57,8.59,238221.94
585,Suburban,Apartment,5,3,3985,1964,No,No,No,4,2.97,2.64,796022.13
586,Suburban,Detached,4,3,1201,2021,Yes,No,Yes,2,3.52,14.7,691097.23
587,Rural,Apartment,2,2,2620,1996,Yes,No,Yes,2,3.86,12.84,975710.21
588,Suburban,Semi-Detached,1,2,3232,1989,No,Yes,Yes,6,1.34,19.91,937368.23
589,Rural,Detached,3,1,4118,1991,No,Yes,Yes,2,9.22,7.06,172142.72
590,Urban,Semi-Detached,4,2,3269,2000,No,No,Yes,3,9.1,9.6,342330.64
591,Rural,Townhouse,2,3,1821,1984,No,No,No,6,1.97,17.38,858260.11
592,Rural,Apartment,3,1,4216,1990,No,Yes,No,2,6.01,24.83,267227.48
593,Urban,Apartment,3,2,3854,2006,No,Yes,Yes,9,5.21,22.65,409612.57
594,Rural,Semi-Detached,3,1,2028,1987,Yes,Yes,Yes,9,7.15,13.26,644665.67
595,Suburban,Townhouse,1,1,1721,2021,Yes,Yes,No,1,6.43,17.11,584768.23
596,Suburban,Detached,5,1,3505,1957,Yes,Yes,No,9,2.12,13.53,658576.23
597,Rural,Detached,3,1,1555,2023,Yes,Yes,No,6,6.94,11.15,727813.76
598,Suburban,Apartment,4,2,1147,2012,No,Yes,Yes,4,6.48,15.26,742331.49
599,Rural,Semi-Detached,2,3,1259,1953,No,Yes,Yes,0,5.78,9.97,750679.72
600,Suburban,Semi-Detached,4,3,3418,1997,Yes,Yes,Yes,9,4.62,7.36,992092.94
601,Suburban,Detached,1,2,3912,2001,No,Yes,Yes,7,9.59,17.79,388757.91
